,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,Date,cummulative_cases,cummulative_deaths,prev_date_cases,prev_date_deaths,new_cases_less_than_prev,new_deaths_less_than_prev,total_cases,total_deaths,times_reduced_last_7_days
93,31/12/2019,31,12,2019,0,0,Afghanistan,AF,AFG,37172386,2019-12-31,0,0,0.0,0.0,1,1,555,18,4
92,01/01/2020,1,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-01,0,0,0.0,0.0,1,1,555,18,4
91,02/01/2020,2,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-02,0,0,0.0,0.0,1,1,555,18,4
90,03/01/2020,3,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-03,0,0,0.0,0.0,1,1,555,18,4
89,04/01/2020,4,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-04,0,0,0.0,0.0,1,1,555,18,4
88,05/01/2020,5,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-05,0,0,0.0,0.0,1,1,555,18,4
87,06/01/2020,6,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-06,0,0,0.0,0.0,1,1,555,18,4
86,07/01/2020,7,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-07,0,0,0.0,0.0,1,1,555,18,4
85,08/01/2020,8,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-08,0,0,0.0,0.0,1,1,555,18,4
84,09/01/2020,9,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-09,0,0,0.0,0.0,1,1,555,18,4
83,10/01/2020,10,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-10,0,0,0.0,0.0,1,1,555,18,4
82,11/01/2020,11,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-11,0,0,0.0,0.0,1,1,555,18,4
81,12/01/2020,12,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-12,0,0,0.0,0.0,1,1,555,18,4
80,13/01/2020,13,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-13,0,0,0.0,0.0,1,1,555,18,4
79,14/01/2020,14,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-14,0,0,0.0,0.0,1,1,555,18,4
78,15/01/2020,15,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-15,0,0,0.0,0.0,1,1,555,18,4
77,16/01/2020,16,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-16,0,0,0.0,0.0,1,1,555,18,4
76,17/01/2020,17,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-17,0,0,0.0,0.0,1,1,555,18,4
75,18/01/2020,18,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-18,0,0,0.0,0.0,1,1,555,18,4
74,19/01/2020,19,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-19,0,0,0.0,0.0,1,1,555,18,4
73,20/01/2020,20,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-20,0,0,0.0,0.0,1,1,555,18,4
72,21/01/2020,21,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-21,0,0,0.0,0.0,1,1,555,18,4
71,22/01/2020,22,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-22,0,0,0.0,0.0,1,1,555,18,4
70,23/01/2020,23,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-23,0,0,0.0,0.0,1,1,555,18,4
69,24/01/2020,24,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-24,0,0,0.0,0.0,1,1,555,18,4
68,25/01/2020,25,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-25,0,0,0.0,0.0,1,1,555,18,4
67,26/01/2020,26,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-26,0,0,0.0,0.0,1,1,555,18,4
66,27/01/2020,27,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-27,0,0,0.0,0.0,1,1,555,18,4
65,28/01/2020,28,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-28,0,0,0.0,0.0,1,1,555,18,4
64,29/01/2020,29,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-29,0,0,0.0,0.0,1,1,555,18,4
63,30/01/2020,30,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-30,0,0,0.0,0.0,1,1,555,18,4
62,31/01/2020,31,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-31,0,0,0.0,0.0,1,1,555,18,4
61,01/02/2020,1,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-01,0,0,0.0,0.0,1,1,555,18,4
60,02/02/2020,2,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-02,0,0,0.0,0.0,1,1,555,18,4
59,03/02/2020,3,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-03,0,0,0.0,0.0,1,1,555,18,4
58,04/02/2020,4,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-04,0,0,0.0,0.0,1,1,555,18,4
57,05/02/2020,5,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-05,0,0,0.0,0.0,1,1,555,18,4
56,06/02/2020,6,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-06,0,0,0.0,0.0,1,1,555,18,4
55,07/02/2020,7,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-07,0,0,0.0,0.0,1,1,555,18,4
54,08/02/2020,8,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-08,0,0,0.0,0.0,1,1,555,18,4
53,09/02/2020,9,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-09,0,0,0.0,0.0,1,1,555,18,4
52,10/02/2020,10,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-10,0,0,0.0,0.0,1,1,555,18,4
51,11/02/2020,11,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-11,0,0,0.0,0.0,1,1,555,18,4
50,12/02/2020,12,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-12,0,0,0.0,0.0,1,1,555,18,4
49,13/02/2020,13,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-13,0,0,0.0,0.0,1,1,555,18,4
48,14/02/2020,14,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-14,0,0,0.0,0.0,1,1,555,18,4
47,15/02/2020,15,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-15,0,0,0.0,0.0,1,1,555,18,4
46,16/02/2020,16,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-16,0,0,0.0,0.0,1,1,555,18,4
45,17/02/2020,17,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-17,0,0,0.0,0.0,1,1,555,18,4
44,18/02/2020,18,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-18,0,0,0.0,0.0,1,1,555,18,4
43,19/02/2020,19,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-19,0,0,0.0,0.0,1,1,555,18,4
42,20/02/2020,20,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-20,0,0,0.0,0.0,1,1,555,18,4
41,21/02/2020,21,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-21,0,0,0.0,0.0,1,1,555,18,4
40,22/02/2020,22,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-22,0,0,0.0,0.0,1,1,555,18,4
39,23/02/2020,23,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-23,0,0,0.0,0.0,1,1,555,18,4
38,24/02/2020,24,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-24,0,0,0.0,0.0,1,1,555,18,4
37,25/02/2020,25,2,2020,1,0,Afghanistan,AF,AFG,37172386,2020-02-25,1,0,0.0,0.0,0,1,555,18,4
36,26/02/2020,26,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-26,1,0,1.0,0.0,1,1,555,18,4
35,27/02/2020,27,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-27,1,0,0.0,0.0,1,1,555,18,4
34,28/02/2020,28,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-28,1,0,0.0,0.0,1,1,555,18,4
33,29/02/2020,29,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-29,1,0,0.0,0.0,1,1,555,18,4
32,01/03/2020,1,3,2020,0,0,Afghanistan,AF,AFG,37172386,2020-03-01,1,0,0.0,0.0,1,1,555,18,4
31,02/03/2020,2,3,2020,0,0,Afghanistan,AF,AFG,37172386,2020-03-02,1,0,0.0,0.0,1,1,555,18,4
30,08/03/2020,8,3,2020,3,0,Afghanistan,AF,AFG,37172386,2020-03-08,4,0,0.0,0.0,0,1,555,18,4
29,11/03/2020,11,3,2020,3,0,Afghanistan,AF,AFG,37172386,2020-03-11,7,0,3.0,0.0,1,1,555,18,4
28,15/03/2020,15,3,2020,3,0,Afghanistan,AF,AFG,37172386,2020-03-15,10,0,3.0,0.0,1,1,555,18,4
27,16/03/2020,16,3,2020,6,0,Afghanistan,AF,AFG,37172386,2020-03-16,16,0,3.0,0.0,0,1,555,18,4
26,17/03/2020,17,3,2020,5,0,Afghanistan,AF,AFG,37172386,2020-03-17,21,0,6.0,0.0,1,1,555,18,4
25,18/03/2020,18,3,2020,1,0,Afghanistan,AF,AFG,37172386,2020-03-18,22,0,5.0,0.0,1,1,555,18,4
24,19/03/2020,19,3,2020,0,0,Afghanistan,AF,AFG,37172386,2020-03-19,22,0,1.0,0.0,1,1,555,18,4
23,20/03/2020,20,3,2020,0,0,Afghanistan,AF,AFG,37172386,2020-03-20,22,0,0.0,0.0,1,1,555,18,4
22,21/03/2020,21,3,2020,2,0,Afghanistan,AF,AFG,37172386,2020-03-21,24,0,0.0,0.0,0,1,555,18,4
21,22/03/2020,22,3,2020,0,0,Afghanistan,AF,AFG,37172386,2020-03-22,24,0,2.0,0.0,1,1,555,18,4
20,23/03/2020,23,3,2020,10,0,Afghanistan,AF,AFG,37172386,2020-03-23,34,0,0.0,0.0,0,1,555,18,4
19,24/03/2020,24,3,2020,6,1,Afghanistan,AF,AFG,37172386,2020-03-24,40,1,10.0,0.0,1,0,555,18,4
18,25/03/2020,25,3,2020,2,0,Afghanistan,AF,AFG,37172386,2020-03-25,42,1,6.0,1.0,1,1,555,18,4
17,26/03/2020,26,3,2020,33,0,Afghanistan,AF,AFG,37172386,2020-03-26,75,1,2.0,0.0,0,1,555,18,4
16,27/03/2020,27,3,2020,0,0,Afghanistan,AF,AFG,37172386,2020-03-27,75,1,33.0,0.0,1,1,555,18,4
15,28/03/2020,28,3,2020,16,1,Afghanistan,AF,AFG,37172386,2020-03-28,91,2,0.0,0.0,0,0,555,18,4
14,29/03/2020,29,3,2020,15,1,Afghanistan,AF,AFG,37172386,2020-03-29,106,3,16.0,1.0,1,1,555,18,4
13,30/03/2020,30,3,2020,8,1,Afghanistan,AF,AFG,37172386,2020-03-30,114,4,15.0,1.0,1,1,555,18,4
12,31/03/2020,31,3,2020,27,0,Afghanistan,AF,AFG,37172386,2020-03-31,141,4,8.0,1.0,0,1,555,18,4
11,01/04/2020,1,4,2020,25,0,Afghanistan,AF,AFG,37172386,2020-04-01,166,4,27.0,0.0,1,1,555,18,4
10,02/04/2020,2,4,2020,26,0,Afghanistan,AF,AFG,37172386,2020-04-02,192,4,25.0,0.0,0,1,555,18,4
9,03/04/2020,3,4,2020,43,0,Afghanistan,AF,AFG,37172386,2020-04-03,235,4,26.0,0.0,0,1,555,18,4
8,04/04/2020,4,4,2020,0,0,Afghanistan,AF,AFG,37172386,2020-04-04,235,4,43.0,0.0,1,1,555,18,4
7,05/04/2020,5,4,2020,35,1,Afghanistan,AF,AFG,37172386,2020-04-05,270,5,0.0,0.0,0,0,555,18,4
6,06/04/2020,6,4,2020,29,2,Afghanistan,AF,AFG,37172386,2020-04-06,299,7,35.0,1.0,1,0,555,18,4
5,07/04/2020,7,4,2020,38,0,Afghanistan,AF,AFG,37172386,2020-04-07,337,7,29.0,2.0,0,1,555,18,4
4,08/04/2020,8,4,2020,30,4,Afghanistan,AF,AFG,37172386,2020-04-08,367,11,38.0,0.0,1,0,555,18,4
3,09/04/2020,9,4,2020,56,3,Afghanistan,AF,AFG,37172386,2020-04-09,423,14,30.0,4.0,0,1,555,18,4
2,10/04/2020,10,4,2020,61,1,Afghanistan,AF,AFG,37172386,2020-04-10,484,15,56.0,3.0,0,1,555,18,4
1,11/04/2020,11,4,2020,37,0,Afghanistan,AF,AFG,37172386,2020-04-11,521,15,61.0,1.0,1,1,555,18,4
0,12/04/2020,12,4,2020,34,3,Afghanistan,AF,AFG,37172386,2020-04-12,555,18,37.0,0.0,1,0,555,18,4
128,09/03/2020,9,3,2020,2,0,Albania,AL,ALB,2866376,2020-03-09,2,0,0.0,0.0,0,1,433,23,5
127,10/03/2020,10,3,2020,4,0,Albania,AL,ALB,2866376,2020-03-10,6,0,2.0,0.0,0,1,433,23,5
126,11/03/2020,11,3,2020,4,0,Albania,AL,ALB,2866376,2020-03-11,10,0,4.0,0.0,1,1,433,23,5
125,12/03/2020,12,3,2020,1,1,Albania,AL,ALB,2866376,2020-03-12,11,1,4.0,0.0,1,0,433,23,5
124,13/03/2020,13,3,2020,12,0,Albania,AL,ALB,2866376,2020-03-13,23,1,1.0,1.0,0,1,433,23,5
123,14/03/2020,14,3,2020,10,0,Albania,AL,ALB,2866376,2020-03-14,33,1,12.0,0.0,1,1,433,23,5
122,15/03/2020,15,3,2020,5,0,Albania,AL,ALB,2866376,2020-03-15,38,1,10.0,0.0,1,1,433,23,5
121,16/03/2020,16,3,2020,4,0,Albania,AL,ALB,2866376,2020-03-16,42,1,5.0,0.0,1,1,433,23,5
120,17/03/2020,17,3,2020,9,0,Albania,AL,ALB,2866376,2020-03-17,51,1,4.0,0.0,0,1,433,23,5
119,18/03/2020,18,3,2020,4,0,Albania,AL,ALB,2866376,2020-03-18,55,1,9.0,0.0,1,1,433,23,5
118,19/03/2020,19,3,2020,4,1,Albania,AL,ALB,2866376,2020-03-19,59,2,4.0,0.0,1,0,433,23,5
117,20/03/2020,20,3,2020,11,0,Albania,AL,ALB,2866376,2020-03-20,70,2,4.0,1.0,0,1,433,23,5
116,21/03/2020,21,3,2020,0,0,Albania,AL,ALB,2866376,2020-03-21,70,2,11.0,0.0,1,1,433,23,5
115,22/03/2020,22,3,2020,6,0,Albania,AL,ALB,2866376,2020-03-22,76,2,0.0,0.0,0,1,433,23,5
114,23/03/2020,23,3,2020,13,0,Albania,AL,ALB,2866376,2020-03-23,89,2,6.0,0.0,0,1,433,23,5
113,24/03/2020,24,3,2020,11,2,Albania,AL,ALB,2866376,2020-03-24,100,4,13.0,0.0,1,0,433,23,5
112,25/03/2020,25,3,2020,23,1,Albania,AL,ALB,2866376,2020-03-25,123,5,11.0,2.0,0,1,433,23,5
111,26/03/2020,26,3,2020,23,0,Albania,AL,ALB,2866376,2020-03-26,146,5,23.0,1.0,1,1,433,23,5
110,27/03/2020,27,3,2020,28,1,Albania,AL,ALB,2866376,2020-03-27,174,6,23.0,0.0,0,0,433,23,5
109,28/03/2020,28,3,2020,12,3,Albania,AL,ALB,2866376,2020-03-28,186,9,28.0,1.0,1,0,433,23,5
108,29/03/2020,29,3,2020,11,1,Albania,AL,ALB,2866376,2020-03-29,197,10,12.0,3.0,1,1,433,23,5
107,30/03/2020,30,3,2020,15,0,Albania,AL,ALB,2866376,2020-03-30,212,10,11.0,1.0,0,1,433,23,5
106,31/03/2020,31,3,2020,11,2,Albania,AL,ALB,2866376,2020-03-31,223,12,15.0,0.0,1,0,433,23,5
105,01/04/2020,1,4,2020,20,3,Albania,AL,ALB,2866376,2020-04-01,243,15,11.0,2.0,0,0,433,23,5
104,02/04/2020,2,4,2020,16,0,Albania,AL,ALB,2866376,2020-04-02,259,15,20.0,3.0,1,1,433,23,5
103,03/04/2020,3,4,2020,18,1,Albania,AL,ALB,2866376,2020-04-03,277,16,16.0,0.0,0,0,433,23,5
102,04/04/2020,4,4,2020,27,1,Albania,AL,ALB,2866376,2020-04-04,304,17,18.0,1.0,0,1,433,23,5
101,05/04/2020,5,4,2020,29,2,Albania,AL,ALB,2866376,2020-04-05,333,19,27.0,1.0,0,0,433,23,5
100,06/04/2020,6,4,2020,28,2,Albania,AL,ALB,2866376,2020-04-06,361,21,29.0,2.0,1,1,433,23,5
99,07/04/2020,7,4,2020,16,1,Albania,AL,ALB,2866376,2020-04-07,377,22,28.0,2.0,1,1,433,23,5
98,08/04/2020,8,4,2020,6,0,Albania,AL,ALB,2866376,2020-04-08,383,22,16.0,1.0,1,1,433,23,5
97,09/04/2020,9,4,2020,17,0,Albania,AL,ALB,2866376,2020-04-09,400,22,6.0,0.0,0,1,433,23,5
96,10/04/2020,10,4,2020,9,1,Albania,AL,ALB,2866376,2020-04-10,409,23,17.0,0.0,1,0,433,23,5
95,11/04/2020,11,4,2020,7,0,Albania,AL,ALB,2866376,2020-04-11,416,23,9.0,1.0,1,1,433,23,5
94,12/04/2020,12,4,2020,17,0,Albania,AL,ALB,2866376,2020-04-12,433,23,7.0,0.0,0,1,433,23,5
227,31/12/2019,31,12,2019,0,0,Algeria,DZ,DZA,42228429,2019-12-31,0,0,0.0,0.0,1,1,1825,275,4
226,01/01/2020,1,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-01,0,0,0.0,0.0,1,1,1825,275,4
225,02/01/2020,2,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-02,0,0,0.0,0.0,1,1,1825,275,4
224,03/01/2020,3,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-03,0,0,0.0,0.0,1,1,1825,275,4
223,04/01/2020,4,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-04,0,0,0.0,0.0,1,1,1825,275,4
222,05/01/2020,5,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-05,0,0,0.0,0.0,1,1,1825,275,4
221,06/01/2020,6,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-06,0,0,0.0,0.0,1,1,1825,275,4
220,07/01/2020,7,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-07,0,0,0.0,0.0,1,1,1825,275,4
219,08/01/2020,8,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-08,0,0,0.0,0.0,1,1,1825,275,4
218,09/01/2020,9,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-09,0,0,0.0,0.0,1,1,1825,275,4
217,10/01/2020,10,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-10,0,0,0.0,0.0,1,1,1825,275,4
216,11/01/2020,11,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-11,0,0,0.0,0.0,1,1,1825,275,4
215,12/01/2020,12,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-12,0,0,0.0,0.0,1,1,1825,275,4
214,13/01/2020,13,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-13,0,0,0.0,0.0,1,1,1825,275,4
213,14/01/2020,14,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-14,0,0,0.0,0.0,1,1,1825,275,4
212,15/01/2020,15,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-15,0,0,0.0,0.0,1,1,1825,275,4
211,16/01/2020,16,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-16,0,0,0.0,0.0,1,1,1825,275,4
210,17/01/2020,17,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-17,0,0,0.0,0.0,1,1,1825,275,4
209,18/01/2020,18,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-18,0,0,0.0,0.0,1,1,1825,275,4
208,19/01/2020,19,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-19,0,0,0.0,0.0,1,1,1825,275,4
207,20/01/2020,20,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-20,0,0,0.0,0.0,1,1,1825,275,4
206,21/01/2020,21,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-21,0,0,0.0,0.0,1,1,1825,275,4
205,22/01/2020,22,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-22,0,0,0.0,0.0,1,1,1825,275,4
204,23/01/2020,23,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-23,0,0,0.0,0.0,1,1,1825,275,4
203,24/01/2020,24,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-24,0,0,0.0,0.0,1,1,1825,275,4
202,25/01/2020,25,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-25,0,0,0.0,0.0,1,1,1825,275,4
201,26/01/2020,26,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-26,0,0,0.0,0.0,1,1,1825,275,4
200,27/01/2020,27,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-27,0,0,0.0,0.0,1,1,1825,275,4
199,28/01/2020,28,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-28,0,0,0.0,0.0,1,1,1825,275,4
198,29/01/2020,29,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-29,0,0,0.0,0.0,1,1,1825,275,4
197,30/01/2020,30,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-30,0,0,0.0,0.0,1,1,1825,275,4
196,31/01/2020,31,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-31,0,0,0.0,0.0,1,1,1825,275,4
195,01/02/2020,1,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-01,0,0,0.0,0.0,1,1,1825,275,4
194,02/02/2020,2,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-02,0,0,0.0,0.0,1,1,1825,275,4
193,03/02/2020,3,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-03,0,0,0.0,0.0,1,1,1825,275,4
192,04/02/2020,4,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-04,0,0,0.0,0.0,1,1,1825,275,4
191,05/02/2020,5,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-05,0,0,0.0,0.0,1,1,1825,275,4
190,06/02/2020,6,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-06,0,0,0.0,0.0,1,1,1825,275,4
189,07/02/2020,7,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-07,0,0,0.0,0.0,1,1,1825,275,4
188,08/02/2020,8,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-08,0,0,0.0,0.0,1,1,1825,275,4
187,09/02/2020,9,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-09,0,0,0.0,0.0,1,1,1825,275,4
186,10/02/2020,10,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-10,0,0,0.0,0.0,1,1,1825,275,4
185,11/02/2020,11,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-11,0,0,0.0,0.0,1,1,1825,275,4
184,12/02/2020,12,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-12,0,0,0.0,0.0,1,1,1825,275,4
183,13/02/2020,13,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-13,0,0,0.0,0.0,1,1,1825,275,4
182,14/02/2020,14,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-14,0,0,0.0,0.0,1,1,1825,275,4
181,15/02/2020,15,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-15,0,0,0.0,0.0,1,1,1825,275,4
180,16/02/2020,16,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-16,0,0,0.0,0.0,1,1,1825,275,4
179,17/02/2020,17,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-17,0,0,0.0,0.0,1,1,1825,275,4
178,18/02/2020,18,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-18,0,0,0.0,0.0,1,1,1825,275,4
177,19/02/2020,19,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-19,0,0,0.0,0.0,1,1,1825,275,4
176,20/02/2020,20,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-20,0,0,0.0,0.0,1,1,1825,275,4
175,21/02/2020,21,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-21,0,0,0.0,0.0,1,1,1825,275,4
174,22/02/2020,22,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-22,0,0,0.0,0.0,1,1,1825,275,4
173,23/02/2020,23,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-23,0,0,0.0,0.0,1,1,1825,275,4
172,24/02/2020,24,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-24,0,0,0.0,0.0,1,1,1825,275,4
171,25/02/2020,25,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-25,0,0,0.0,0.0,1,1,1825,275,4
170,26/02/2020,26,2,2020,1,0,Algeria,DZ,DZA,42228429,2020-02-26,1,0,0.0,0.0,0,1,1825,275,4
169,27/02/2020,27,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-27,1,0,1.0,0.0,1,1,1825,275,4
168,28/02/2020,28,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-28,1,0,0.0,0.0,1,1,1825,275,4
167,29/02/2020,29,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-29,1,0,0.0,0.0,1,1,1825,275,4
166,01/03/2020,1,3,2020,0,0,Algeria,DZ,DZA,42228429,2020-03-01,1,0,0.0,0.0,1,1,1825,275,4
165,02/03/2020,2,3,2020,2,0,Algeria,DZ,DZA,42228429,2020-03-02,3,0,0.0,0.0,0,1,1825,275,4
164,04/03/2020,4,3,2020,2,0,Algeria,DZ,DZA,42228429,2020-03-04,5,0,2.0,0.0,1,1,1825,275,4
163,05/03/2020,5,3,2020,7,0,Algeria,DZ,DZA,42228429,2020-03-05,12,0,2.0,0.0,0,1,1825,275,4
162,06/03/2020,6,3,2020,5,0,Algeria,DZ,DZA,42228429,2020-03-06,17,0,7.0,0.0,1,1,1825,275,4
161,09/03/2020,9,3,2020,3,0,Algeria,DZ,DZA,42228429,2020-03-09,20,0,5.0,0.0,1,1,1825,275,4
160,12/03/2020,12,3,2020,0,0,Algeria,DZ,DZA,42228429,2020-03-12,20,0,3.0,0.0,1,1,1825,275,4
159,13/03/2020,13,3,2020,4,1,Algeria,DZ,DZA,42228429,2020-03-13,24,1,0.0,0.0,0,0,1825,275,4
158,14/03/2020,14,3,2020,2,1,Algeria,DZ,DZA,42228429,2020-03-14,26,2,4.0,1.0,1,1,1825,275,4
157,15/03/2020,15,3,2020,11,0,Algeria,DZ,DZA,42228429,2020-03-15,37,2,2.0,1.0,0,1,1825,275,4
156,16/03/2020,16,3,2020,11,2,Algeria,DZ,DZA,42228429,2020-03-16,48,4,11.0,0.0,1,0,1825,275,4
155,17/03/2020,17,3,2020,12,0,Algeria,DZ,DZA,42228429,2020-03-17,60,4,11.0,2.0,0,1,1825,275,4
154,18/03/2020,18,3,2020,0,1,Algeria,DZ,DZA,42228429,2020-03-18,60,5,12.0,0.0,1,0,1825,275,4
153,19/03/2020,19,3,2020,13,1,Algeria,DZ,DZA,42228429,2020-03-19,73,6,0.0,1.0,0,1,1825,275,4
152,20/03/2020,20,3,2020,9,1,Algeria,DZ,DZA,42228429,2020-03-20,82,7,13.0,1.0,1,1,1825,275,4
151,21/03/2020,21,3,2020,12,3,Algeria,DZ,DZA,42228429,2020-03-21,94,10,9.0,1.0,0,0,1825,275,4
150,22/03/2020,22,3,2020,0,0,Algeria,DZ,DZA,42228429,2020-03-22,94,10,12.0,3.0,1,1,1825,275,4
149,23/03/2020,23,3,2020,8,5,Algeria,DZ,DZA,42228429,2020-03-23,102,15,0.0,0.0,0,0,1825,275,4
